product,ticker,quantity,start_date,end_date,avg_cost,total_cost,current_value,current_money_weighted_return,realized_return,net_return,current_performance_percentage,net_performance_percentage
Emerging markets,AYEM.DE,27.0,2020-10-01,2022-02-01,5.97,161.17,165.38,4.2,0.0,4.2,2.61,2.61
Pacific,UIMT.AS,4.0,2020-10-01,2022-02-01,70.63,282.53,281.96,-0.57,-6.08,-6.65,-0.2,-2.35
Europe,IESE.AS,11.0,2020-10-01,2022-02-01,57.38,631.17,679.14,47.97,-6.19,41.78,7.6,6.62
USA,UIMP.AS,6.0,2020-10-01,2022-02-01,146.45,878.7,1001.4,122.7,-2.11,120.59,13.96,13.72
Cloudflare,NET,0.0,2020-10-01,2022-02-01,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2020-10-01,2022-02-01,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
PayPal,PYPL,2.0,2020-10-01,2022-02-01,229.16,458.32,351.6,-106.72,-1.0,-107.72,-23.29,-23.5
Tilray Brands,TLRY,0.0,2020-10-01,2022-02-01,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2020-10-01,2022-02-01,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2020-10-01,2022-02-01,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2020-10-01,2022-02-01,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2020-10-01,2022-02-01,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2020-10-01,2022-02-01,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2020-10-01,2022-02-01,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2020-10-01,2022-02-01,6.64,93.02,115.85,22.83,-4.05,18.78,24.54,20.19
Full portfolio,,96.0,2020-10-01,2022-02-01,47.95,4603.47,2900.32,57.2,42.77,99.97,1.24,2.17
Nasdaq,NQSE.DE,32.0,2020-10-01,2022-03-01,10.57,338.2,288.1,-50.1,0.0,-50.1,-14.81,-14.81
Emerging markets,AYEM.DE,27.0,2020-10-01,2022-03-01,5.97,161.17,158.3,-2.87,0.0,-2.87,-1.78,-1.78
Pacific,UIMT.AS,4.0,2020-10-01,2022-03-01,70.63,282.53,278.56,-3.97,-6.08,-10.05,-1.41,-3.56
Europe,IESE.AS,11.0,2020-10-01,2022-03-01,57.38,631.17,629.64,-1.53,-6.19,-7.72,-0.24,-1.22
USA,UIMP.AS,6.0,2020-10-01,2022-03-01,146.45,878.7,966.0,87.3,-2.11,85.19,9.94,9.7
Cloudflare,NET,0.0,2020-10-01,2022-03-01,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2020-10-01,2022-03-01,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
PayPal,PYPL,2.0,2020-10-01,2022-03-01,229.16,458.32,213.02,-245.3,-1.0,-246.3,-53.52,-53.74
Tilray Brands,TLRY,0.0,2020-10-01,2022-03-01,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2020-10-01,2022-03-01,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2020-10-01,2022-03-01,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2020-10-01,2022-03-01,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2020-10-01,2022-03-01,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2020-10-01,2022-03-01,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2020-10-01,2022-03-01,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2020-10-01,2022-03-01,6.64,93.02,114.21,21.19,-4.05,17.14,22.77,18.42
Full portfolio,,96.0,2020-10-01,2022-03-01,47.95,4603.47,2647.83,-195.28,42.77,-152.51,-4.24,-3.31
Nasdaq,NQSE.DE,32.0,2020-10-01,2022-04-01,10.57,338.2,302.21,-35.99,0.0,-35.99,-10.64,-10.64
Emerging markets,AYEM.DE,27.0,2020-10-01,2022-04-01,5.97,161.17,157.41,-3.76,0.0,-3.76,-2.33,-2.33
Pacific,UIMT.AS,4.0,2020-10-01,2022-04-01,70.63,282.53,284.28,1.75,-6.08,-4.33,0.62,-1.53
Europe,IESE.AS,11.0,2020-10-01,2022-04-01,57.38,631.17,657.8,26.63,-6.19,20.44,4.22,3.24
USA,UIMP.AS,6.0,2020-10-01,2022-04-01,146.45,878.7,1010.04,131.34,-2.11,129.23,14.95,14.71
Cloudflare,NET,0.0,2020-10-01,2022-04-01,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2020-10-01,2022-04-01,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
PayPal,PYPL,2.0,2020-10-01,2022-04-01,229.16,458.32,233.34,-224.98,-1.0,-225.98,-49.09,-49.31
Tilray Brands,TLRY,0.0,2020-10-01,2022-04-01,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2020-10-01,2022-04-01,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2020-10-01,2022-04-01,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2020-10-01,2022-04-01,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2020-10-01,2022-04-01,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2020-10-01,2022-04-01,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2020-10-01,2022-04-01,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2020-10-01,2022-04-01,6.64,93.02,113.89,20.87,-4.05,16.82,22.44,18.08
Full portfolio,,96.0,2020-10-01,2022-04-01,47.95,4603.47,2758.97,-84.14,42.77,-41.37,-1.83,-0.9
PayPal,PYPL,3.0,2020-10-01,2022-05-01,188.81,566.43,263.79,-302.64,-1.5,-304.14,-53.43,-53.69
Nasdaq,NQSE.DE,32.0,2020-10-01,2022-05-01,10.57,338.2,268.67,-69.53,0.0,-69.53,-20.56,-20.56
Emerging markets,AYEM.DE,27.0,2020-10-01,2022-05-01,5.97,161.17,154.74,-6.43,0.0,-6.43,-3.99,-3.99
Pacific,UIMT.AS,4.0,2020-10-01,2022-05-01,70.63,282.53,278.76,-3.77,-6.08,-9.85,-1.33,-3.49
Europe,IESE.AS,11.0,2020-10-01,2022-05-01,57.38,631.17,646.47,15.3,-6.19,9.11,2.42,1.44
USA,UIMP.AS,6.0,2020-10-01,2022-05-01,146.45,878.7,980.16,101.46,-2.11,99.35,11.55,11.31
Cloudflare,NET,0.0,2020-10-01,2022-05-01,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2020-10-01,2022-05-01,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2020-10-01,2022-05-01,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2020-10-01,2022-05-01,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2020-10-01,2022-05-01,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2020-10-01,2022-05-01,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2020-10-01,2022-05-01,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2020-10-01,2022-05-01,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2020-10-01,2022-05-01,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2020-10-01,2022-05-01,6.64,93.02,106.05,13.03,-4.05,8.98,14.01,9.65
Full portfolio,,97.0,2020-10-01,2022-05-01,48.57,4711.58,2698.64,-252.58,42.27,-210.31,-5.36,-4.46
USA,UIMP.AS,7.0,2020-10-01,2022-06-01,147.86,1035.0,1075.2,40.2,-2.11,38.09,3.88,3.68
Pacific,UIMT.AS,5.0,2020-10-01,2022-06-01,70.13,350.66,339.75,-10.91,-8.58,-19.49,-3.11,-5.56
Emerging markets,AYEM.DE,32.0,2020-10-01,2022-06-01,5.9,188.87,178.66,-10.21,0.0,-10.21,-5.41,-5.41
Nasdaq,NQSE.DE,43.0,2020-10-01,2022-06-01,9.9,425.57,341.2,-84.37,0.0,-84.37,-19.82,-19.82
Europe,IESE.AS,12.0,2020-10-01,2022-06-01,57.32,687.86,674.04,-13.82,-8.69,-22.51,-2.01,-3.27
PayPal,PYPL,3.0,2020-10-01,2022-06-01,188.81,566.43,247.44,-318.99,-1.5,-320.49,-56.32,-56.58
Cloudflare,NET,0.0,2020-10-01,2022-06-01,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2020-10-01,2022-06-01,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2020-10-01,2022-06-01,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2020-10-01,2022-06-01,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2020-10-01,2022-06-01,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2020-10-01,2022-06-01,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2020-10-01,2022-06-01,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2020-10-01,2022-06-01,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2020-10-01,2022-06-01,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2020-10-01,2022-06-01,6.64,93.02,104.44,11.42,-4.05,7.37,12.28,7.92
Full portfolio,,116.0,2020-10-01,2022-06-01,44.03,5107.77,2960.73,-386.68,37.27,-349.41,-7.57,-6.84
USA,UIMP.AS,7.0,2020-10-01,2022-07-01,147.86,1035.0,1017.94,-17.06,-2.11,-19.17,-1.65,-1.85
Pacific,UIMT.AS,5.0,2020-10-01,2022-07-01,70.13,350.66,319.3,-31.36,-8.58,-39.94,-8.94,-11.39
Emerging markets,AYEM.DE,32.0,2020-10-01,2022-07-01,5.9,188.87,172.19,-16.68,0.0,-16.68,-8.83,-8.83
Nasdaq,NQSE.DE,43.0,2020-10-01,2022-07-01,9.9,425.57,311.45,-114.12,0.0,-114.12,-26.82,-26.82
Europe,IESE.AS,12.0,2020-10-01,2022-07-01,57.32,687.86,641.16,-46.7,-8.69,-55.39,-6.79,-8.05
PayPal,PYPL,3.0,2020-10-01,2022-07-01,188.81,566.43,214.2,-352.23,-1.5,-353.73,-62.18,-62.45
Cloudflare,NET,0.0,2020-10-01,2022-07-01,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2020-10-01,2022-07-01,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2020-10-01,2022-07-01,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2020-10-01,2022-07-01,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2020-10-01,2022-07-01,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2020-10-01,2022-07-01,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2020-10-01,2022-07-01,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2020-10-01,2022-07-01,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2020-10-01,2022-07-01,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2020-10-01,2022-07-01,6.64,93.02,99.43,6.41,-4.05,2.36,6.9,2.54
Full portfolio,,116.0,2020-10-01,2022-07-01,44.03,5107.77,2775.67,-571.74,37.27,-534.47,-11.19,-10.46
USA,UIMP.AS,7.0,2020-10-01,2022-08-01,147.86,1035.0,1137.92,102.92,-2.11,100.81,9.94,9.74
Pacific,UIMT.AS,5.0,2020-10-01,2022-08-01,70.13,350.66,344.8,-5.86,-8.58,-14.44,-1.67,-4.12
Emerging markets,AYEM.DE,32.0,2020-10-01,2022-08-01,5.9,188.87,175.46,-13.41,0.0,-13.41,-7.1,-7.1
Nasdaq,NQSE.DE,43.0,2020-10-01,2022-08-01,9.9,425.57,353.16,-72.41,0.0,-72.41,-17.02,-17.02
Europe,IESE.AS,12.0,2020-10-01,2022-08-01,57.32,687.86,697.32,9.46,-8.69,0.77,1.38,0.11
PayPal,PYPL,3.0,2020-10-01,2022-08-01,188.81,566.43,265.7,-300.73,-1.5,-302.23,-53.09,-53.36
Cloudflare,NET,0.0,2020-10-01,2022-08-01,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2020-10-01,2022-08-01,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2020-10-01,2022-08-01,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2020-10-01,2022-08-01,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2020-10-01,2022-08-01,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2020-10-01,2022-08-01,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2020-10-01,2022-08-01,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2020-10-01,2022-08-01,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2020-10-01,2022-08-01,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2020-10-01,2022-08-01,6.64,93.02,100.59,7.57,-4.05,3.52,8.14,3.78
Full portfolio,,116.0,2020-10-01,2022-08-01,44.03,5107.77,3074.95,-272.46,37.27,-235.19,-5.33,-4.6
USA,UIMP.AS,7.0,2020-10-01,2022-09-01,147.86,1035.0,1098.44,63.44,-2.11,61.33,6.13,5.93
Pacific,UIMT.AS,5.0,2020-10-01,2022-09-01,70.13,350.66,331.6,-19.06,-8.58,-27.64,-5.44,-7.88
Emerging markets,AYEM.DE,32.0,2020-10-01,2022-09-01,5.9,188.87,177.25,-11.62,0.0,-11.62,-6.15,-6.15
Nasdaq,NQSE.DE,43.0,2020-10-01,2022-09-01,9.9,425.57,325.68,-99.89,0.0,-99.89,-23.47,-23.47
Europe,IESE.AS,12.0,2020-10-01,2022-09-01,57.32,687.86,642.0,-45.86,-8.69,-54.55,-6.67,-7.93
PayPal,PYPL,3.0,2020-10-01,2022-09-01,188.81,566.43,277.98,-288.45,-1.5,-289.95,-50.92,-51.19
Cloudflare,NET,0.0,2020-10-01,2022-09-01,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2020-10-01,2022-09-01,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2020-10-01,2022-09-01,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2020-10-01,2022-09-01,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2020-10-01,2022-09-01,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2020-10-01,2022-09-01,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2020-10-01,2022-09-01,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2020-10-01,2022-09-01,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2020-10-01,2022-09-01,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2020-10-01,2022-09-01,6.64,93.02,96.18,3.16,-4.05,-0.89,3.4,-0.96
Full portfolio,,116.0,2020-10-01,2022-09-01,44.03,5107.77,2949.13,-398.28,37.27,-361.01,-7.8,-7.07
USA,UIMP.AS,7.0,2020-10-01,2022-10-01,147.86,1035.0,1044.4,9.4,-2.11,7.29,0.91,0.7
Pacific,UIMT.AS,5.0,2020-10-01,2022-10-01,70.13,350.66,308.85,-41.81,-8.58,-50.39,-11.92,-14.37
Emerging markets,AYEM.DE,32.0,2020-10-01,2022-10-01,5.9,188.87,162.85,-26.02,0.0,-26.02,-13.78,-13.78
Nasdaq,NQSE.DE,43.0,2020-10-01,2022-10-01,9.9,425.57,303.06,-122.51,0.0,-122.51,-28.79,-28.79
Europe,IESE.AS,12.0,2020-10-01,2022-10-01,57.32,687.86,607.2,-80.66,-8.69,-89.35,-11.73,-12.99
PayPal,PYPL,3.0,2020-10-01,2022-10-01,188.81,566.43,258.21,-308.22,-1.5,-309.72,-54.41,-54.68
Cloudflare,NET,0.0,2020-10-01,2022-10-01,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2020-10-01,2022-10-01,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2020-10-01,2022-10-01,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2020-10-01,2022-10-01,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2020-10-01,2022-10-01,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2020-10-01,2022-10-01,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2020-10-01,2022-10-01,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2020-10-01,2022-10-01,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2020-10-01,2022-10-01,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2020-10-01,2022-10-01,6.64,93.02,87.78,-5.24,-4.05,-9.29,-5.63,-9.99
Full portfolio,,116.0,2020-10-01,2022-10-01,44.03,5107.77,2772.35,-575.06,37.27,-537.79,-11.26,-10.53
USA,UIMP.AS,7.0,2020-10-01,2022-11-01,147.86,1035.0,1095.08,60.08,-2.11,57.97,5.8,5.6
Pacific,UIMT.AS,5.0,2020-10-01,2022-11-01,70.13,350.66,312.65,-38.01,-8.58,-46.59,-10.84,-13.29
Emerging markets,AYEM.DE,32.0,2020-10-01,2022-11-01,5.9,188.87,161.09,-27.78,0.0,-27.78,-14.71,-14.71
Nasdaq,NQSE.DE,43.0,2020-10-01,2022-11-01,9.9,425.57,302.98,-122.59,0.0,-122.59,-28.81,-28.81
Europe,IESE.AS,12.0,2020-10-01,2022-11-01,57.32,687.86,639.0,-48.86,-8.69,-57.55,-7.1,-8.37
PayPal,PYPL,3.0,2020-10-01,2022-11-01,188.81,566.43,249.33,-317.1,-1.5,-318.6,-55.98,-56.25
Cloudflare,NET,0.0,2020-10-01,2022-11-01,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2020-10-01,2022-11-01,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2020-10-01,2022-11-01,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2020-10-01,2022-11-01,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2020-10-01,2022-11-01,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2020-10-01,2022-11-01,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2020-10-01,2022-11-01,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2020-10-01,2022-11-01,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2020-10-01,2022-11-01,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2020-10-01,2022-11-01,6.64,93.02,86.9,-6.12,-4.05,-10.17,-6.57,-10.93
Full portfolio,,116.0,2020-10-01,2022-11-01,44.03,5107.77,2847.03,-500.38,37.27,-463.11,-9.8,-9.07
USA,UIMP.AS,7.0,2020-10-01,2022-12-01,147.86,1035.0,1095.64,60.64,-2.11,58.53,5.86,5.66
Pacific,UIMT.AS,5.0,2020-10-01,2022-12-01,70.13,350.66,330.0,-20.66,-8.58,-29.24,-5.89,-8.34
Emerging markets,AYEM.DE,32.0,2020-10-01,2022-12-01,5.9,188.87,170.72,-18.15,0.0,-18.15,-9.61,-9.61
Nasdaq,NQSE.DE,43.0,2020-10-01,2022-12-01,9.9,425.57,320.65,-104.92,0.0,-104.92,-24.65,-24.65
Europe,IESE.AS,12.0,2020-10-01,2022-12-01,57.32,687.86,691.32,3.46,-8.69,-5.23,0.5,-0.76
PayPal,PYPL,3.0,2020-10-01,2022-12-01,188.81,566.43,235.59,-330.84,-1.5,-332.34,-58.41,-58.67
Cloudflare,NET,0.0,2020-10-01,2022-12-01,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2020-10-01,2022-12-01,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2020-10-01,2022-12-01,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2020-10-01,2022-12-01,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2020-10-01,2022-12-01,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2020-10-01,2022-12-01,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2020-10-01,2022-12-01,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2020-10-01,2022-12-01,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2020-10-01,2022-12-01,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2020-10-01,2022-12-01,6.64,93.02,97.12,4.11,-4.05,0.06,4.41,0.06
Full portfolio,,116.0,2020-10-01,2022-12-01,44.03,5107.77,2941.04,-406.36,37.27,-369.09,-7.96,-7.23
USA,UIMP.AS,7.0,2020-10-01,2023-01-01,147.86,1035.0,1003.8,-31.2,-2.11,-33.31,-3.01,-3.22
Pacific,UIMT.AS,5.0,2020-10-01,2023-01-01,70.13,350.66,314.85,-35.81,-8.58,-44.39,-10.21,-12.66
Emerging markets,AYEM.DE,32.0,2020-10-01,2023-01-01,5.9,188.87,164.35,-24.52,0.0,-24.52,-12.98,-12.98
Nasdaq,NQSE.DE,43.0,2020-10-01,2023-01-01,9.9,425.57,289.39,-136.18,0.0,-136.18,-32.0,-32.0
Europe,IESE.AS,12.0,2020-10-01,2023-01-01,57.32,687.86,662.88,-24.98,-8.69,-33.67,-3.63,-4.89
PayPal,PYPL,3.0,2020-10-01,2023-01-01,188.81,566.43,213.66,-352.77,-1.5,-354.27,-62.28,-62.54
Cloudflare,NET,0.0,2020-10-01,2023-01-01,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2020-10-01,2023-01-01,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2020-10-01,2023-01-01,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
