product,ticker,quantity,start_date,end_date,avg_cost,total_cost,current_value,current_money_weighted_return,realized_return,net_return,current_performance_percentage,net_performance_percentage
SNDL Inc.,SNDL,0.0,2020-10-01,2023-01-01,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2020-10-01,2023-01-01,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2020-10-01,2023-01-01,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2020-10-01,2023-01-01,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2020-10-01,2023-01-01,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2020-10-01,2023-01-01,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2020-10-01,2023-01-01,6.64,93.02,95.9,2.88,-4.05,-1.17,3.1,-1.26
Full portfolio,,116.0,2020-10-01,2023-01-01,44.03,5107.77,2744.83,-602.58,37.27,-565.31,-11.8,-11.07
USA,UIMP.AS,7.0,2020-10-01,2023-02-01,147.86,1035.0,1059.8,24.8,-2.11,22.69,2.4,2.19
Pacific,UIMT.AS,5.0,2020-10-01,2023-02-01,70.13,350.66,329.1,-21.56,-8.58,-30.14,-6.15,-8.6
Emerging markets,AYEM.DE,32.0,2020-10-01,2023-02-01,5.9,188.87,175.68,-13.19,0.0,-13.19,-6.98,-6.98
Nasdaq,NQSE.DE,43.0,2020-10-01,2023-02-01,9.9,425.57,320.91,-104.66,0.0,-104.66,-24.59,-24.59
Europe,IESE.AS,12.0,2020-10-01,2023-02-01,57.32,687.86,707.76,19.9,-8.69,11.21,2.89,1.63
PayPal,PYPL,3.0,2020-10-01,2023-02-01,188.81,566.43,248.73,-317.7,-1.5,-319.2,-56.09,-56.35
Cloudflare,NET,0.0,2020-10-01,2023-02-01,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2020-10-01,2023-02-01,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2020-10-01,2023-02-01,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2020-10-01,2023-02-01,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2020-10-01,2023-02-01,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2020-10-01,2023-02-01,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2020-10-01,2023-02-01,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2020-10-01,2023-02-01,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2020-10-01,2023-02-01,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2020-10-01,2023-02-01,6.64,93.02,103.57,10.55,-4.05,6.5,11.34,6.98
Full portfolio,,116.0,2020-10-01,2023-02-01,44.03,5107.77,2945.55,-401.86,37.27,-364.59,-7.87,-7.14
USA,UIMP.AS,7.0,2020-10-01,2023-03-01,147.86,1035.0,1065.12,30.12,-2.11,28.01,2.91,2.71
Pacific,UIMT.AS,5.0,2020-10-01,2023-03-01,70.13,350.66,322.5,-28.16,-8.58,-36.74,-8.03,-10.48
Emerging markets,AYEM.DE,32.0,2020-10-01,2023-03-01,5.9,188.87,169.15,-19.72,0.0,-19.72,-10.44,-10.44
Nasdaq,NQSE.DE,43.0,2020-10-01,2023-03-01,9.9,425.57,316.44,-109.13,0.0,-109.13,-25.64,-25.64
Europe,IESE.AS,12.0,2020-10-01,2023-03-01,57.32,687.86,713.76,25.9,-8.69,17.21,3.77,2.5
PayPal,PYPL,3.0,2020-10-01,2023-03-01,188.81,566.43,221.46,-344.97,-1.5,-346.47,-60.9,-61.17
Cloudflare,NET,0.0,2020-10-01,2023-03-01,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2020-10-01,2023-03-01,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2020-10-01,2023-03-01,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2020-10-01,2023-03-01,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2020-10-01,2023-03-01,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2020-10-01,2023-03-01,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2020-10-01,2023-03-01,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2020-10-01,2023-03-01,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2020-10-01,2023-03-01,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2020-10-01,2023-03-01,6.64,93.02,96.04,3.02,-4.05,-1.03,3.25,-1.11
Full portfolio,,116.0,2020-10-01,2023-03-01,44.03,5107.77,2904.47,-442.94,37.27,-405.67,-8.67,-7.94
USA,UIMP.AS,7.0,2020-10-01,2023-04-01,147.86,1035.0,1080.38,45.38,-2.11,43.27,4.38,4.18
Pacific,UIMT.AS,5.0,2020-10-01,2023-04-01,70.13,350.66,325.55,-25.11,-8.58,-33.69,-7.16,-9.61
Emerging markets,AYEM.DE,32.0,2020-10-01,2023-04-01,5.9,188.87,168.29,-20.58,0.0,-20.58,-10.9,-10.9
Nasdaq,NQSE.DE,43.0,2020-10-01,2023-04-01,9.9,425.57,345.38,-80.19,0.0,-80.19,-18.84,-18.84
Europe,IESE.AS,12.0,2020-10-01,2023-04-01,57.32,687.86,728.88,41.02,-8.69,32.33,5.96,4.7
PayPal,PYPL,3.0,2020-10-01,2023-04-01,188.81,566.43,227.82,-338.61,-1.5,-340.11,-59.78,-60.04
Cloudflare,NET,0.0,2020-10-01,2023-04-01,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2020-10-01,2023-04-01,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2020-10-01,2023-04-01,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2020-10-01,2023-04-01,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2020-10-01,2023-04-01,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2020-10-01,2023-04-01,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2020-10-01,2023-04-01,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2020-10-01,2023-04-01,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2020-10-01,2023-04-01,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2020-10-01,2023-04-01,6.64,93.02,97.05,4.03,-4.05,-0.02,4.34,-0.02
Full portfolio,,116.0,2020-10-01,2023-04-01,44.03,5107.77,2973.35,-374.06,37.27,-336.79,-7.32,-6.59
USA,UIMP.AS,7.0,2020-10-01,2023-05-01,147.86,1035.0,1062.18,27.18,-2.11,25.07,2.63,2.42
Pacific,UIMT.AS,5.0,2020-10-01,2023-05-01,70.13,350.66,324.55,-26.11,-8.58,-34.69,-7.45,-9.89
Emerging markets,AYEM.DE,32.0,2020-10-01,2023-05-01,5.9,188.87,164.58,-24.29,0.0,-24.29,-12.86,-12.86
Nasdaq,NQSE.DE,43.0,2020-10-01,2023-05-01,9.9,425.57,347.18,-78.39,0.0,-78.39,-18.42,-18.42
Europe,IESE.AS,12.0,2020-10-01,2023-05-01,57.32,687.86,747.0,59.14,-8.69,50.45,8.6,7.33
PayPal,PYPL,3.0,2020-10-01,2023-05-01,188.81,566.43,225.33,-341.1,-1.5,-342.6,-60.22,-60.48
Cloudflare,NET,0.0,2020-10-01,2023-05-01,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2020-10-01,2023-05-01,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2020-10-01,2023-05-01,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2020-10-01,2023-05-01,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2020-10-01,2023-05-01,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2020-10-01,2023-05-01,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2020-10-01,2023-05-01,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2020-10-01,2023-05-01,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2020-10-01,2023-05-01,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2020-10-01,2023-05-01,6.64,93.02,96.27,3.25,-4.05,-0.8,3.49,-0.86
Full portfolio,,116.0,2020-10-01,2023-05-01,44.03,5107.77,2967.09,-380.32,37.27,-343.05,-7.45,-6.72
USA,UIMP.AS,7.0,2020-10-01,2023-06-01,147.86,1035.0,1114.4,79.4,-2.11,77.29,7.67,7.47
Pacific,UIMT.AS,5.0,2020-10-01,2023-06-01,70.13,350.66,334.1,-16.56,-8.58,-25.14,-4.72,-7.17
Emerging markets,AYEM.DE,32.0,2020-10-01,2023-06-01,5.9,188.87,168.51,-20.36,0.0,-20.36,-10.78,-10.78
Nasdaq,NQSE.DE,43.0,2020-10-01,2023-06-01,9.9,425.57,379.65,-45.92,0.0,-45.92,-10.79,-10.79
Europe,IESE.AS,12.0,2020-10-01,2023-06-01,57.32,687.86,725.28,37.42,-8.69,28.73,5.44,4.18
PayPal,PYPL,3.0,2020-10-01,2023-06-01,188.81,566.43,189.15,-377.28,-1.5,-378.78,-66.61,-66.87
Cloudflare,NET,0.0,2020-10-01,2023-06-01,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2020-10-01,2023-06-01,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2020-10-01,2023-06-01,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2020-10-01,2023-06-01,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2020-10-01,2023-06-01,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2020-10-01,2023-06-01,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2020-10-01,2023-06-01,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2020-10-01,2023-06-01,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2020-10-01,2023-06-01,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2020-10-01,2023-06-01,6.64,93.02,94.71,1.69,-4.05,-2.36,1.82,-2.54
Full portfolio,,116.0,2020-10-01,2023-06-01,44.03,5107.77,3005.8,-341.61,37.27,-304.34,-6.69,-5.96
Nasdaq,NQSE.DE,51.0,2020-10-01,2023-07-01,9.74,496.85,473.59,-23.26,-1.0,-24.26,-4.68,-4.88
Emerging markets,AYEM.DE,51.0,2020-10-01,2023-07-01,5.72,291.87,271.83,-20.04,-1.0,-21.04,-6.87,-7.21
Pacific,UIMT.AS,7.0,2020-10-01,2023-07-01,69.67,487.68,470.05,-17.63,-11.58,-29.21,-3.62,-5.99
Europe,IESE.AS,15.0,2020-10-01,2023-07-01,58.12,871.76,919.8,48.04,-11.69,36.35,5.51,4.17
USA,UIMP.AS,9.0,2020-10-01,2023-07-01,151.45,1363.08,1515.24,152.16,-3.11,149.05,11.16,10.93
PayPal,PYPL,3.0,2020-10-01,2023-07-01,188.81,566.43,200.19,-366.24,-1.5,-367.74,-64.66,-64.92
Cloudflare,NET,0.0,2020-10-01,2023-07-01,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2020-10-01,2023-07-01,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2020-10-01,2023-07-01,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2020-10-01,2023-07-01,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2020-10-01,2023-07-01,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2020-10-01,2023-07-01,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2020-10-01,2023-07-01,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2020-10-01,2023-07-01,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2020-10-01,2023-07-01,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2020-10-01,2023-07-01,6.64,93.02,96.7,3.68,-4.05,-0.37,3.96,-0.39
Full portfolio,,150.0,2020-10-01,2023-07-01,39.54,5931.05,3947.4,-223.29,28.27,-195.02,-3.76,-3.29
Nasdaq,NQSE.DE,51.0,2020-10-01,2023-08-01,9.74,496.85,490.16,-6.69,-1.0,-7.69,-1.35,-1.55
Emerging markets,AYEM.DE,51.0,2020-10-01,2023-08-01,5.72,291.87,282.74,-9.13,-1.0,-10.13,-3.13,-3.47
Pacific,UIMT.AS,7.0,2020-10-01,2023-08-01,69.67,487.68,467.11,-20.57,-11.58,-32.15,-4.22,-6.59
Europe,IESE.AS,15.0,2020-10-01,2023-08-01,58.12,871.76,926.55,54.79,-11.69,43.1,6.28,4.94
USA,UIMP.AS,9.0,2020-10-01,2023-08-01,151.45,1363.08,1559.34,196.26,-3.11,193.15,14.4,14.17
PayPal,PYPL,3.0,2020-10-01,2023-08-01,188.81,566.43,226.59,-339.84,-1.5,-341.34,-60.0,-60.26
Cloudflare,NET,0.0,2020-10-01,2023-08-01,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2020-10-01,2023-08-01,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2020-10-01,2023-08-01,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2020-10-01,2023-08-01,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2020-10-01,2023-08-01,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2020-10-01,2023-08-01,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2020-10-01,2023-08-01,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2020-10-01,2023-08-01,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2020-10-01,2023-08-01,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2020-10-01,2023-08-01,6.64,93.02,102.41,9.39,-4.05,5.34,10.09,5.74
Full portfolio,,150.0,2020-10-01,2023-08-01,39.54,5931.05,4054.9,-115.79,28.27,-87.52,-1.95,-1.48
Nasdaq,NQSE.DE,51.0,2020-10-01,2023-09-01,9.74,496.85,481.95,-14.9,-1.0,-15.9,-3.0,-3.2
Emerging markets,AYEM.DE,51.0,2020-10-01,2023-09-01,5.72,291.87,276.73,-15.14,-1.0,-16.14,-5.19,-5.53
Pacific,UIMT.AS,7.0,2020-10-01,2023-09-01,69.67,487.68,458.01,-29.67,-11.58,-41.25,-6.08,-8.46
Europe,IESE.AS,15.0,2020-10-01,2023-09-01,58.12,871.76,913.35,41.59,-11.69,29.9,4.77,3.43
USA,UIMP.AS,9.0,2020-10-01,2023-09-01,151.45,1363.08,1566.54,203.46,-3.11,200.35,14.93,14.7
PayPal,PYPL,3.0,2020-10-01,2023-09-01,188.81,566.43,190.71,-375.72,-1.5,-377.22,-66.33,-66.6
Cloudflare,NET,0.0,2020-10-01,2023-09-01,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2020-10-01,2023-09-01,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2020-10-01,2023-09-01,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2020-10-01,2023-09-01,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2020-10-01,2023-09-01,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2020-10-01,2023-09-01,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2020-10-01,2023-09-01,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2020-10-01,2023-09-01,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2020-10-01,2023-09-01,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2020-10-01,2023-09-01,6.64,93.02,96.04,3.02,-4.05,-1.03,3.25,-1.11
Full portfolio,,150.0,2020-10-01,2023-09-01,39.54,5931.05,3983.33,-187.36,28.27,-159.09,-3.16,-2.68
Nasdaq,NQSE.DE,51.0,2020-10-01,2023-10-01,9.74,496.85,459.05,-37.8,-1.0,-38.8,-7.61,-7.81
Emerging markets,AYEM.DE,51.0,2020-10-01,2023-10-01,5.72,291.87,271.22,-20.65,-1.0,-21.65,-7.08,-7.42
Pacific,UIMT.AS,7.0,2020-10-01,2023-10-01,69.67,487.68,450.31,-37.37,-11.58,-48.95,-7.66,-10.04
Europe,IESE.AS,15.0,2020-10-01,2023-10-01,58.12,871.76,889.05,17.29,-11.69,5.6,1.98,0.64
USA,UIMP.AS,9.0,2020-10-01,2023-10-01,151.45,1363.08,1522.08,159.0,-3.11,155.89,11.66,11.44
PayPal,PYPL,3.0,2020-10-01,2023-10-01,188.81,566.43,175.38,-391.05,-1.5,-392.55,-69.04,-69.3
Cloudflare,NET,0.0,2020-10-01,2023-10-01,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2020-10-01,2023-10-01,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2020-10-01,2023-10-01,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2020-10-01,2023-10-01,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2020-10-01,2023-10-01,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2020-10-01,2023-10-01,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2020-10-01,2023-10-01,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2020-10-01,2023-10-01,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2020-10-01,2023-10-01,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2020-10-01,2023-10-01,6.64,93.02,91.88,-1.14,-4.05,-5.19,-1.23,-5.58
Full portfolio,,150.0,2020-10-01,2023-10-01,39.54,5931.05,3858.97,-311.72,28.27,-283.45,-5.26,-4.78
Nasdaq,NQSE.DE,51.0,2020-10-01,2023-11-01,9.74,496.85,450.13,-46.72,-1.0,-47.72,-9.4,-9.61
Emerging markets,AYEM.DE,51.0,2020-10-01,2023-11-01,5.72,291.87,263.87,-28.0,-1.0,-29.0,-9.59,-9.93
Pacific,UIMT.AS,7.0,2020-10-01,2023-11-01,69.67,487.68,442.26,-45.42,-11.58,-57.0,-9.31,-11.69
Europe,IESE.AS,15.0,2020-10-01,2023-11-01,58.12,871.76,871.05,-0.71,-11.69,-12.4,-0.08,-1.42
USA,UIMP.AS,9.0,2020-10-01,2023-11-01,151.45,1363.08,1450.44,87.36,-3.11,84.25,6.41,6.18
PayPal,PYPL,3.0,2020-10-01,2023-11-01,188.81,566.43,154.98,-411.45,-1.5,-412.95,-72.64,-72.9
Cloudflare,NET,0.0,2020-10-01,2023-11-01,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2020-10-01,2023-11-01,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2020-10-01,2023-11-01,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2020-10-01,2023-11-01,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2020-10-01,2023-11-01,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2020-10-01,2023-11-01,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2020-10-01,2023-11-01,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2020-10-01,2023-11-01,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2020-10-01,2023-11-01,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2020-10-01,2023-11-01,6.64,93.02,88.86,-4.16,-4.05,-8.21,-4.47,-8.82
Full portfolio,,150.0,2020-10-01,2023-11-01,39.54,5931.05,3721.59,-449.1,28.27,-420.83,-7.57,-7.1
Nasdaq,NQSE.DE,51.0,2020-10-01,2023-12-01,9.74,496.85,492.35,-4.5,-1.0,-5.5,-0.9,-1.11
Emerging markets,AYEM.DE,51.0,2020-10-01,2023-12-01,5.72,291.87,274.94,-16.93,-1.0,-17.93,-5.8,-6.14
Pacific,UIMT.AS,7.0,2020-10-01,2023-12-01,69.67,487.68,458.15,-29.53,-11.58,-41.11,-6.06,-8.43
Europe,IESE.AS,15.0,2020-10-01,2023-12-01,58.12,871.76,939.3,67.54,-11.69,55.85,7.75,6.41
USA,UIMP.AS,9.0,2020-10-01,2023-12-01,151.45,1363.08,1570.14,207.06,-3.11,203.95,15.19,14.96
PayPal,PYPL,3.0,2020-10-01,2023-12-01,188.81,566.43,178.95,-387.48,-1.5,-388.98,-68.41,-68.67
Cloudflare,NET,0.0,2020-10-01,2023-12-01,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2020-10-01,2023-12-01,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2020-10-01,2023-12-01,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2020-10-01,2023-12-01,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2020-10-01,2023-12-01,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2020-10-01,2023-12-01,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2020-10-01,2023-12-01,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2020-10-01,2023-12-01,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2020-10-01,2023-12-01,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2020-10-01,2023-12-01,6.64,93.02,94.05,1.03,-4.05,-3.02,1.1,-3.25
Full portfolio,,150.0,2020-10-01,2023-12-01,39.54,5931.05,4007.88,-162.81,28.27,-134.54,-2.75,-2.27
