product,ticker,quantity,start_date,end_date,avg_cost,total_cost,current_value,current_money_weighted_return,realized_return,net_return,current_performance_percentage,net_performance_percentage
Nasdaq,NQSE.DE,51.0,2020-10-01,2024-01-01,9.74,496.85,522.04,25.19,-1.0,24.19,5.07,4.87
Emerging markets,AYEM.DE,51.0,2020-10-01,2024-01-01,5.72,291.87,279.79,-12.08,-1.0,-13.08,-4.14,-4.48
Pacific,UIMT.AS,7.0,2020-10-01,2024-01-01,69.67,487.68,474.67,-13.01,-11.58,-24.59,-2.67,-5.04
Europe,IESE.AS,15.0,2020-10-01,2024-01-01,58.12,871.76,964.35,92.59,-11.69,80.9,10.62,9.28
USA,UIMP.AS,9.0,2020-10-01,2024-01-01,151.45,1363.08,1617.84,254.76,-3.11,251.65,18.69,18.46
PayPal,PYPL,3.0,2020-10-01,2024-01-01,188.81,566.43,184.23,-382.2,-1.5,-383.7,-67.48,-67.74
Cloudflare,NET,0.0,2020-10-01,2024-01-01,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2020-10-01,2024-01-01,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2020-10-01,2024-01-01,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2020-10-01,2024-01-01,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2020-10-01,2024-01-01,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2020-10-01,2024-01-01,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2020-10-01,2024-01-01,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2020-10-01,2024-01-01,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2020-10-01,2024-01-01,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2020-10-01,2024-01-01,6.64,93.02,97.02,4.0,-4.05,-0.05,4.3,-0.05
Full portfolio,,150.0,2020-10-01,2024-01-01,39.54,5931.05,4139.94,-30.75,28.27,-2.48,-0.52,-0.04
World,2B7K.DE,51.0,2020-10-01,2024-02-01,10.05,512.65,523.57,10.92,-1.0,9.92,2.13,1.93
Nasdaq,NQSE.DE,51.0,2020-10-01,2024-02-01,9.74,496.85,531.11,34.26,-1.0,33.26,6.9,6.69
Emerging markets,AYEM.DE,51.0,2020-10-01,2024-02-01,5.72,291.87,274.43,-17.44,-1.0,-18.44,-5.97,-6.32
Pacific,UIMT.AS,7.0,2020-10-01,2024-02-01,69.67,487.68,483.42,-4.26,-11.58,-15.84,-0.87,-3.25
Europe,IESE.AS,15.0,2020-10-01,2024-02-01,58.12,871.76,987.3,115.54,-11.69,103.85,13.25,11.91
USA,UIMP.AS,9.0,2020-10-01,2024-02-01,151.45,1363.08,1662.48,299.4,-3.11,296.29,21.96,21.74
PayPal,PYPL,3.0,2020-10-01,2024-02-01,188.81,566.43,186.06,-380.37,-1.5,-381.87,-67.15,-67.42
Cloudflare,NET,0.0,2020-10-01,2024-02-01,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2020-10-01,2024-02-01,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2020-10-01,2024-02-01,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2020-10-01,2024-02-01,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2020-10-01,2024-02-01,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2020-10-01,2024-02-01,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2020-10-01,2024-02-01,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2020-10-01,2024-02-01,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2020-10-01,2024-02-01,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2020-10-01,2024-02-01,6.64,93.02,91.32,-1.7,-4.05,-5.75,-1.83,-6.19
Full portfolio,,201.0,2020-10-01,2024-02-01,32.06,6443.7,4739.69,56.35,27.27,83.62,0.87,1.3
World,2B7K.DE,51.0,2020-10-01,2024-03-01,10.05,512.65,541.42,28.77,-1.0,27.77,5.61,5.42
Nasdaq,NQSE.DE,51.0,2020-10-01,2024-03-01,9.74,496.85,561.1,64.25,-1.0,63.25,12.93,12.73
Emerging markets,AYEM.DE,51.0,2020-10-01,2024-03-01,5.72,291.87,287.18,-4.69,-1.0,-5.69,-1.61,-1.95
Pacific,UIMT.AS,7.0,2020-10-01,2024-03-01,69.67,487.68,496.09,8.41,-11.58,-3.17,1.72,-0.65
Europe,IESE.AS,15.0,2020-10-01,2024-03-01,58.12,871.76,1018.05,146.29,-11.69,134.6,16.78,15.44
USA,UIMP.AS,9.0,2020-10-01,2024-03-01,151.45,1363.08,1760.94,397.86,-3.11,394.75,29.19,28.96
PayPal,PYPL,3.0,2020-10-01,2024-03-01,188.81,566.43,181.62,-384.81,-1.5,-386.31,-67.94,-68.2
Cloudflare,NET,0.0,2020-10-01,2024-03-01,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2020-10-01,2024-03-01,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2020-10-01,2024-03-01,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2020-10-01,2024-03-01,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2020-10-01,2024-03-01,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2020-10-01,2024-03-01,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2020-10-01,2024-03-01,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2020-10-01,2024-03-01,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2020-10-01,2024-03-01,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2020-10-01,2024-03-01,6.64,93.02,95.45,2.43,-4.05,-1.62,2.61,-1.75
Full portfolio,,201.0,2020-10-01,2024-03-01,32.06,6443.7,4941.85,258.51,27.27,285.78,4.01,4.44
World,2B7K.DE,51.0,2020-10-01,2024-04-01,10.05,512.65,553.96,41.31,-1.0,40.31,8.06,7.86
Nasdaq,NQSE.DE,51.0,2020-10-01,2024-04-01,9.74,496.85,563.24,66.39,-1.0,65.39,13.36,13.16
Emerging markets,AYEM.DE,51.0,2020-10-01,2024-04-01,5.72,291.87,293.71,1.84,-1.0,0.84,0.63,0.29
Pacific,UIMT.AS,7.0,2020-10-01,2024-04-01,69.67,487.68,499.38,11.7,-11.58,0.12,2.4,0.02
Europe,IESE.AS,15.0,2020-10-01,2024-04-01,58.12,871.76,1040.25,168.49,-11.69,156.8,19.33,17.99
USA,UIMP.AS,9.0,2020-10-01,2024-04-01,151.45,1363.08,1805.85,442.77,-3.11,439.66,32.48,32.25
PayPal,PYPL,3.0,2020-10-01,2024-04-01,188.81,566.43,195.09,-371.34,-1.5,-372.84,-65.56,-65.82
Cloudflare,NET,0.0,2020-10-01,2024-04-01,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2020-10-01,2024-04-01,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2020-10-01,2024-04-01,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2020-10-01,2024-04-01,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2020-10-01,2024-04-01,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2020-10-01,2024-04-01,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2020-10-01,2024-04-01,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2020-10-01,2024-04-01,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2020-10-01,2024-04-01,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2020-10-01,2024-04-01,6.64,93.02,95.83,2.81,-4.05,-1.24,3.02,-1.33
Full portfolio,,201.0,2020-10-01,2024-04-01,32.06,6443.7,5047.31,363.97,27.27,391.24,5.65,6.07
World,2B7K.DE,77.0,2020-10-01,2024-05-01,10.17,783.36,810.96,27.6,-2.0,25.6,3.52,3.27
Nasdaq,NQSE.DE,54.0,2020-10-01,2024-05-01,9.8,529.02,574.99,45.97,-4.0,41.97,8.69,7.93
Emerging markets,AYEM.DE,51.0,2020-10-01,2024-05-01,5.72,291.87,298.04,6.17,-1.0,5.17,2.12,1.77
Pacific,UIMT.AS,7.0,2020-10-01,2024-05-01,69.67,487.68,482.72,-4.96,-11.58,-16.54,-1.02,-3.39
Europe,IESE.AS,15.0,2020-10-01,2024-05-01,58.12,871.76,1014.6,142.84,-11.69,131.15,16.39,15.04
USA,UIMP.AS,9.0,2020-10-01,2024-05-01,151.45,1363.08,1735.74,372.66,-3.11,369.55,27.34,27.11
PayPal,PYPL,3.0,2020-10-01,2024-05-01,188.81,566.43,198.42,-368.01,-1.5,-369.51,-64.97,-65.23
Cloudflare,NET,0.0,2020-10-01,2024-05-01,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2020-10-01,2024-05-01,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2020-10-01,2024-05-01,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2020-10-01,2024-05-01,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2020-10-01,2024-05-01,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2020-10-01,2024-05-01,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2020-10-01,2024-05-01,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2020-10-01,2024-05-01,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2020-10-01,2024-05-01,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2020-10-01,2024-05-01,6.64,93.02,95.02,2.0,-4.05,-2.05,2.16,-2.2
Full portfolio,,230.0,2020-10-01,2024-05-01,29.33,6746.58,5210.49,224.27,23.27,247.54,3.32,3.67
World,2B7K.DE,77.0,2020-10-01,2024-06-01,10.17,783.36,809.89,26.53,-2.0,24.53,3.39,3.13
Nasdaq,NQSE.DE,54.0,2020-10-01,2024-06-01,9.8,529.02,594.97,65.95,-4.0,61.95,12.47,11.71
Emerging markets,AYEM.DE,51.0,2020-10-01,2024-06-01,5.72,291.87,296.21,4.34,-1.0,3.34,1.49,1.14
Pacific,UIMT.AS,7.0,2020-10-01,2024-06-01,69.67,487.68,485.87,-1.81,-11.58,-13.39,-0.37,-2.75
Europe,IESE.AS,15.0,2020-10-01,2024-06-01,58.12,871.76,1062.15,190.39,-11.69,178.7,21.84,20.5
USA,UIMP.AS,9.0,2020-10-01,2024-06-01,151.45,1363.08,1724.76,361.68,-3.11,358.57,26.53,26.31
PayPal,PYPL,3.0,2020-10-01,2024-06-01,188.81,566.43,188.97,-377.46,-1.5,-378.96,-66.64,-66.9
Cloudflare,NET,0.0,2020-10-01,2024-06-01,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2020-10-01,2024-06-01,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2020-10-01,2024-06-01,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2020-10-01,2024-06-01,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2020-10-01,2024-06-01,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2020-10-01,2024-06-01,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2020-10-01,2024-06-01,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2020-10-01,2024-06-01,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2020-10-01,2024-06-01,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2020-10-01,2024-06-01,6.64,93.02,95.11,2.09,-4.05,-1.96,2.25,-2.1
Full portfolio,,230.0,2020-10-01,2024-06-01,29.33,6746.58,5257.93,271.71,23.27,294.98,4.03,4.37
World,2B7K.DE,77.0,2020-10-01,2024-07-01,10.17,783.36,845.0,61.64,-2.0,59.64,7.87,7.61
Nasdaq,NQSE.DE,54.0,2020-10-01,2024-07-01,9.8,529.02,640.98,111.96,-4.0,107.96,21.16,20.41
Emerging markets,AYEM.DE,51.0,2020-10-01,2024-07-01,5.72,291.87,311.81,19.94,-1.0,18.94,6.83,6.49
Pacific,UIMT.AS,7.0,2020-10-01,2024-07-01,69.67,487.68,491.82,4.14,-11.58,-7.44,0.85,-1.53
Europe,IESE.AS,15.0,2020-10-01,2024-07-01,58.12,871.76,1059.0,187.24,-11.69,175.55,21.48,20.14
USA,UIMP.AS,9.0,2020-10-01,2024-07-01,151.45,1363.08,1818.45,455.37,-3.11,452.26,33.41,33.18
PayPal,PYPL,3.0,2020-10-01,2024-07-01,188.81,566.43,173.43,-393.0,-1.5,-394.5,-69.38,-69.65
Cloudflare,NET,0.0,2020-10-01,2024-07-01,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2020-10-01,2024-07-01,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2020-10-01,2024-07-01,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2020-10-01,2024-07-01,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2020-10-01,2024-07-01,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2020-10-01,2024-07-01,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2020-10-01,2024-07-01,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2020-10-01,2024-07-01,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2020-10-01,2024-07-01,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2020-10-01,2024-07-01,6.64,93.02,98.84,5.82,-4.05,1.77,6.26,1.9
Full portfolio,,230.0,2020-10-01,2024-07-01,29.33,6746.58,5439.33,453.11,23.27,476.38,6.72,7.06
Nasdaq,NQSE.DE,81.0,2020-10-01,2024-08-01,10.39,841.8,930.37,88.57,-10.0,78.57,10.52,9.33
PayPal,PYPL,0.0,2020-10-01,2024-08-01,188.81,566.43,0.0,0.0,-400.47,-400.47,0.0,-70.7
World,2B7K.DE,91.0,2020-10-01,2024-08-01,10.26,933.72,1001.18,67.46,-3.0,64.46,7.23,6.9
Emerging markets,AYEM.DE,51.0,2020-10-01,2024-08-01,5.72,291.87,309.26,17.39,-1.0,16.39,5.96,5.62
Pacific,UIMT.AS,7.0,2020-10-01,2024-08-01,69.67,487.68,495.53,7.85,-11.58,-3.73,1.61,-0.76
Europe,IESE.AS,15.0,2020-10-01,2024-08-01,58.12,871.76,1050.3,178.54,-11.69,166.85,20.48,19.14
USA,UIMP.AS,9.0,2020-10-01,2024-08-01,151.45,1363.08,1845.45,482.37,-3.11,479.26,35.39,35.16
Cloudflare,NET,0.0,2020-10-01,2024-08-01,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2020-10-01,2024-08-01,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2020-10-01,2024-08-01,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2020-10-01,2024-08-01,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2020-10-01,2024-08-01,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2020-10-01,2024-08-01,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2020-10-01,2024-08-01,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2020-10-01,2024-08-01,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2020-10-01,2024-08-01,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2020-10-01,2024-08-01,6.64,93.02,100.4,7.38,-4.05,3.33,7.93,3.58
Full portfolio,,268.0,2020-10-01,2024-08-01,26.9,7209.72,5732.49,849.56,-382.7,466.86,11.78,6.48
Nasdaq,NQSE.DE,81.0,2020-10-01,2024-09-01,10.39,841.8,943.33,101.53,-10.0,91.53,12.06,10.87
World,2B7K.DE,91.0,2020-10-01,2024-09-01,10.26,933.72,1005.19,71.47,-3.0,68.47,7.65,7.33
PayPal,PYPL,0.0,2020-10-01,2024-09-01,188.81,566.43,0.0,0.0,-400.47,-400.47,0.0,-70.7
Emerging markets,AYEM.DE,51.0,2020-10-01,2024-09-01,5.72,291.87,308.09,16.22,-1.0,15.22,5.56,5.21
Pacific,UIMT.AS,7.0,2020-10-01,2024-09-01,69.67,487.68,506.87,19.19,-11.58,7.61,3.93,1.56
Europe,IESE.AS,15.0,2020-10-01,2024-09-01,58.12,871.76,1084.2,212.44,-11.69,200.75,24.37,23.03
USA,UIMP.AS,9.0,2020-10-01,2024-09-01,151.45,1363.08,1823.4,460.32,-3.11,457.21,33.77,33.54
Cloudflare,NET,0.0,2020-10-01,2024-09-01,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2020-10-01,2024-09-01,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2020-10-01,2024-09-01,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2020-10-01,2024-09-01,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2020-10-01,2024-09-01,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2020-10-01,2024-09-01,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2020-10-01,2024-09-01,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2020-10-01,2024-09-01,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2020-10-01,2024-09-01,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2020-10-01,2024-09-01,6.64,93.02,103.42,10.4,-4.05,6.35,11.19,6.83
Full portfolio,,268.0,2020-10-01,2024-09-01,26.9,7209.72,5774.5,891.57,-382.7,508.87,12.37,7.06
Nasdaq,NQSE.DE,81.0,2020-10-01,2024-10-01,10.39,841.8,958.23,116.43,-10.0,106.43,13.83,12.64
World,2B7K.DE,91.0,2020-10-01,2024-10-01,10.26,933.72,1022.48,88.76,-3.0,85.76,9.51,9.18
PayPal,PYPL,0.0,2020-10-01,2024-10-01,188.81,566.43,0.0,0.0,-400.47,-400.47,0.0,-70.7
Emerging markets,AYEM.DE,51.0,2020-10-01,2024-10-01,5.72,291.87,325.07,33.2,-1.0,32.2,11.38,11.03
Pacific,UIMT.AS,7.0,2020-10-01,2024-10-01,69.67,487.68,520.1,32.42,-11.58,20.84,6.65,4.27
Europe,IESE.AS,15.0,2020-10-01,2024-10-01,58.12,871.76,1069.5,197.74,-11.69,186.05,22.68,21.34
USA,UIMP.AS,9.0,2020-10-01,2024-10-01,151.45,1363.08,1875.15,512.07,-3.11,508.96,37.57,37.34
Cloudflare,NET,0.0,2020-10-01,2024-10-01,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2020-10-01,2024-10-01,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2020-10-01,2024-10-01,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2020-10-01,2024-10-01,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2020-10-01,2024-10-01,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2020-10-01,2024-10-01,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2020-10-01,2024-10-01,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2020-10-01,2024-10-01,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2020-10-01,2024-10-01,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2020-10-01,2024-10-01,6.64,93.02,110.09,17.07,-4.05,13.02,18.35,14.0
Full portfolio,,268.0,2020-10-01,2024-10-01,26.9,7209.72,5880.62,997.69,-382.7,614.99,13.84,8.53
World,2B7K.DE,137.0,2020-10-01,2024-11-01,10.66,1460.88,1550.02,89.14,-4.0,85.14,6.1,5.83
Nasdaq,NQSE.DE,87.0,2020-10-01,2024-11-01,10.51,914.63,1048.0,133.37,-13.0,120.37,14.58,13.16
PayPal,PYPL,0.0,2020-10-01,2024-11-01,188.81,566.43,0.0,0.0,-400.47,-400.47,0.0,-70.7
Emerging markets,AYEM.DE,51.0,2020-10-01,2024-11-01,5.72,291.87,323.24,31.37,-1.0,30.37,10.75,10.4
Pacific,UIMT.AS,7.0,2020-10-01,2024-11-01,69.67,487.68,494.9,7.22,-11.58,-4.36,1.48,-0.89
Europe,IESE.AS,15.0,2020-10-01,2024-11-01,58.12,871.76,1030.05,158.29,-11.69,146.6,18.16,16.82
USA,UIMP.AS,9.0,2020-10-01,2024-11-01,151.45,1363.08,1908.0,544.92,-3.11,541.81,39.98,39.75
Cloudflare,NET,0.0,2020-10-01,2024-11-01,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2020-10-01,2024-11-01,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2020-10-01,2024-11-01,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2020-10-01,2024-11-01,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2020-10-01,2024-11-01,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2020-10-01,2024-11-01,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2020-10-01,2024-11-01,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2020-10-01,2024-11-01,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2020-10-01,2024-11-01,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2020-10-01,2024-11-01,6.64,93.02,107.38,14.36,-4.05,10.31,15.44,11.08
Full portfolio,,320.0,2020-10-01,2024-11-01,24.41,7809.71,6461.59,978.67,-386.7,591.97,12.53,7.58
